CAD #,CAD Name,ISD #,ISD Name,Market Value,Taxable Value for M&O Purposes,Taxable Value for I&S Purposes,Effective Tax Rate,Rollback Tax Rate,M&O Tax Rate,I&S Tax Rate,Total Tax Rate,Tax Levy (calculated) 
177,Nolan,177-905,Highland Independent School District,684288560.00000,220978347.00000,512248617.00000,1.26290,1.28089,1.16000,0.12000,1.28000,3178047.00000
125,Jim Wells,178-901,Agua Dulce Independent School District,74998387.00000,60289539.00000,60289539.00000,1.28500,1.40000,1.17000,0.23000,1.40000,844054.00000
178,Nueces,178-901,Agua Dulce Independent School District,144389039.00000,74119226.00000,74119226.00000,1.28500,1.40000,1.17000,0.23000,1.40000,1037669.00000
178,Nueces,178-902,Bishop Independent School District,689678642.00000,486354599.00000,486354599.00000,1.49272,1.53582,1.03924,0.49342,1.53266,7454143.00000
178,Nueces,178-903,Calallen Independent School District,1702077447.00000,1387354275.00000,1387354275.00000,1.34051,1.38043,1.17000,0.18850,1.35850,18847208.00000
178,Nueces,178-904,Corpus Christi Independent School District,16073130326.00000,13493721236.00000,13493721236.00000,1.25341,1.23825,1.06005,0.17730,1.23735,166964560.00000
205,San Patricio,178-904,Corpus Christi Independent School District,21188407.00000,21188407.00000,21188407.00000,1.25341,1.23825,1.06005,0.17730,1.23735,262175.00000
178,Nueces,178-905,Driscoll Independent School District,154108620.00000,113205746.00000,113205746.00000,1.54611,1.55816,1.04000,0.51500,1.55500,1760349.00000
178,Nueces,178-906,London Independent School District,442834208.00000,279387238.00000,279387238.00000,1.33191,1.40230,0.95890,0.43620,1.39510,3897731.00000
4,Aransas,178-908,Port Aransas Independent School District,172880.00000,172880.00000,172880.00000,1.10914,1.12613,1.03330,0.09225,1.12555,1946.00000
178,Nueces,178-908,Port Aransas Independent School District,2096573100.00000,1946760853.00000,1946760853.00000,1.10914,1.12613,1.03330,0.09225,1.12555,21911767.00000
178,Nueces,178-909,Robstown Independent School District,713707589.00000,514222068.00000,514222068.00000,1.64543,1.67134,1.17000,0.47540,1.64540,8461010.00000
178,Nueces,178-912,Tuloso-Midway Independent School District,2427123102.00000,2191938887.00000,2191938887.00000,1.47450,1.47101,1.09000,0.30450,1.39450,30566588.00000
178,Nueces,178-913,Banquete Independent School District,400757615.00000,267791695.00000,267791695.00000,1.68661,1.60995,1.17000,0.34320,1.51320,4052224.00000
205,San Patricio,178-913,Banquete Independent School District,599100.00000,403475.00000,403475.00000,1.68661,1.60995,1.17000,0.34320,1.51320,6105.00000
178,Nueces,178-914,Flour Bluff Independent School District,3120197240.00000,2553024685.00000,2553024685.00000,1.11560,1.17260,1.04000,0.12850,1.16850,29832068.00000
178,Nueces,178-915,West Oso Independent School District,852390458.00000,710149654.00000,710149654.00000,1.60571,1.51712,1.17000,0.28000,1.45000,10297170.00000
179,Ochiltree,179-901,Perryton Independent School District,2078699606.00000,1708326312.00000,1708326312.00000,1.03920,1.20599,1.04000,0.15000,1.19000,20329083.00000
59,Deaf Smith,180-902,Vega Independent School District,51633500.00000,21407478.00000,21407478.00000,1.04059,1.08059,0.97300,0.05300,1.02600,219641.00000
180,Oldham,180-902,Vega Independent School District,509373824.00000,202447639.00000,432632949.00000,1.04059,1.08059,0.97300,0.05300,1.02600,2199111.00000
59,Deaf Smith,180-903,Adrian Independent School District,81042203.00000,19020771.00000,19020771.00000,0.96670,1.00670,1.00660,0.00000,1.00660,191463.00000
180,Oldham,180-903,Adrian Independent School District,111101222.00000,52878355.00000,52878355.00000,0.96670,1.00670,1.00660,0.00000,1.00660,532274.00000
59,Deaf Smith,180-904,Wildorado Independent School District,29489100.00000,13858235.00000,13858235.00000,1.03046,1.04010,1.04000,0.00000,1.04000,144126.00000
180,Oldham,180-904,Wildorado Independent School District,254361293.00000,63463785.00000,233892215.00000,1.03046,1.04010,1.04000,0.00000,1.04000,660023.00000
188,Potter,180-904,Wildorado Independent School District,11276659.00000,2813683.00000,2813683.00000,1.03046,1.04010,1.04000,0.00000,1.04000,29262.00000
181,Orange,181-901,Bridge City Independent School District,1085647174.00000,902384948.00000,902384948.00000,1.13621,1.19000,1.04000,0.15000,1.19000,10738381.00000
181,Orange,181-905,Orangefield Independent School District,572382341.00000,435099399.00000,435099399.00000,1.15617,1.17528,1.04000,0.13000,1.17000,5090663.00000
181,Orange,181-906,West Orange-Cove Consolidated Independent School District,2260983659.00000,1747283018.00000,1747283018.00000,1.41631,1.42774,1.17000,0.25774,1.42774,24946659.00000
121,Jasper,181-907,Vidor Independent School District,35274449.00000,21747688.00000,21747688.00000,1.16164,1.21273,1.12500,0.08773,1.21273,263741.00000
181,Orange,181-907,Vidor Independent School District,1263607612.00000,1002745763.00000,1002745763.00000,1.16164,1.21273,1.12500,0.08773,1.21273,12160599.00000
181,Orange,181-908,Little Cypress-Mauriceville Cons Independent School District,1200690457.00000,907566739.00000,907566739.00000,1.13039,1.41000,1.04000,0.37000,1.41000,12796691.00000
72,Erath,182-901,Gordon Independent School District,55510940.00000,14297072.00000,14297072.00000,1.05117,1.08986,1.04000,0.04981,1.08981,155810.00000
182,Palo Pinto,182-901,Gordon Independent School District,281781935.00000,142741005.00000,142741005.00000,1.05117,1.08986,1.04000,0.04981,1.08981,1555599.00000
119,Jack,182-902,Graford Independent School District,25378050.00000,7379515.00000,7379515.00000,1.04115,1.12127,1.04005,0.08122,1.12127,82744.00000
182,Palo Pinto,182-902,Graford Independent School District,1220269930.00000,949958092.00000,949958092.00000,1.04115,1.12127,1.04005,0.08122,1.12127,10651567.00000
182,Palo Pinto,182-903,Mineral Wells Independent School District,1075651890.00000,765028319.00000,765028319.00000,1.27065,1.40907,1.04005,0.36902,1.40907,10779785.00000
184,Parker,182-903,Mineral Wells Independent School District,12400470.00000,9864386.00000,9864386.00000,1.27065,1.40907,1.04005,0.36902,1.40907,138996.00000
72,Erath,182-904,Santo Independent School District,53511610.00000,20925340.00000,20925340.00000,1.24554,1.30664,1.17000,0.11664,1.28664,269234.00000
182,Palo Pinto,182-904,Santo Independent School District,639532535.00000,255665625.00000,255665625.00000,1.24554,1.30664,1.17000,0.11664,1.28664,3289496.00000
182,Palo Pinto,182-905,Strawn Independent School District,174271940.00000,65476415.00000,65476415.00000,1.10732,1.04005,1.17000,0.00000,1.17000,766074.00000
182,Palo Pinto,182-906,Palo Pinto Independent School District,705189645.00000,506072911.00000,506072911.00000,1.07729,1.09004,1.04005,0.04998,1.09003,5516347.00000
183,Panola,183-901,Beckville Independent School District,575496880.00000,466421779.00000,466421779.00000,1.16037,1.28681,1.01000,0.11000,1.12000,5223924.00000
183,Panola,183-902,Carthage Independent School District,4116628000.00000,3400309640.00000,3400309640.00000,1.26153,1.33687,0.90000,0.24000,1.14000,38763530.00000
183,Panola,183-904,Gary Independent School District,356480740.00000,267469373.00000,267469373.00000,0.39000,1.29000,0.90000,0.39000,1.29000,3450355.00000
184,Parker,184-901,Poolville Independent School District,252574730.00000,106248103.00000,106248103.00000,1.32000,1.38357,1.17000,0.21350,1.38350,1469943.00000
249,Wise,184-901,Poolville Independent School District,120404040.00000,70843485.00000,70843485.00000,1.32000,1.38357,1.17000,0.21350,1.38350,980120.00000
184,Parker,184-902,Springtown Independent School District,1063101850.00000,790692541.00000,790692541.00000,1.58000,1.42920,1.04000,0.38900,1.42900,11298996.00000
249,Wise,184-902,Springtown Independent School District,202055530.00000,125158480.00000,125158480.00000,1.58000,1.42920,1.04000,0.38900,1.42900,1788515.00000
184,Parker,184-903,Weatherford Independent School District,4779155732.00000,3591718200.00000,3591718200.00000,1.35000,1.38013,1.17000,0.21000,1.38000,49565711.00000
182,Palo Pinto,184-904,Millsap Independent School District,5572540.00000,4152699.00000,4152699.00000,1.61000,1.74502,1.17000,0.49500,1.66500,69142.00000
184,Parker,184-904,Millsap Independent School District,543778200.00000,286837817.00000,286837817.00000,1.61000,1.74502,1.17000,0.49500,1.66500,4775850.00000
184,Parker,184-907,Aledo Independent School District,3207170593.00000,2442542643.00000,2442542643.00000,1.44000,1.44780,1.17000,0.25520,1.42520,34811118.00000
220,Tarrant,184-907,Aledo Independent School District,181348188.00000,164231422.00000,164231422.00000,1.44000,1.44780,1.17000,0.25520,1.42520,2340626.00000
184,Parker,184-908,Peaster Independent School District,451133730.00000,267897777.00000,267897777.00000,1.35000,1.50836,1.04000,0.36000,1.40000,3750569.00000
184,Parker,184-909,Brock Independent School District,769298999.00000,463541349.00000,463541349.00000,1.47420,1.55790,1.17000,0.38000,1.55000,7184891.00000
184,Parker,184-911,Garner Independent School District,327344770.00000,165233260.00000,165233260.00000,1.06000,1.14627,1.04000,0.10600,1.14600,1893573.00000
185,Parmer,185-901,Bovina Independent School District,209427378.00000,127160946.00000,127160946.00000,0.70010,1.04000,1.04000,0.00000,1.04000,1322474.00000
9,Bailey,185-902,Farwell Independent School District,13752012.00000,7345629.00000,7345629.00000,1.08000,1.04000,1.04000,0.00000,1.04000,76395.00000
185,Parmer,185-902,Farwell Independent School District,231339333.00000,153044780.00000,153044780.00000,1.08000,1.04000,1.04000,0.00000,1.04000,1591666.00000
59,Deaf Smith,185-903,Friona Independent School District,5660399.00000,1668786.00000,1668786.00000,0.98760,1.05170,0.94000,0.07670,1.01670,16967.00000
185,Parmer,185-903,Friona Independent School District,497292382.00000,349478284.00000,349478284.00000,0.98760,1.05170,0.94000,0.07670,1.01670,3553146.00000
35,Castro,185-904,Lazbuddie Independent School District,6612740.00000,2000280.00000,2000280.00000,1.28780,1.17000,1.17000,0.00000,1.17000,23403.00000
185,Parmer,185-904,Lazbuddie Independent School District,146729759.00000,62687520.00000,62687520.00000,1.28780,1.17000,1.17000,0.00000,1.17000,733444.00000
186,Pecos,186-901,Buena Vista Independent School District,430723510.00000,231080905.00000,400005905.00000,1.08300,1.06370,1.04000,0.02000,1.06000,2483243.00000
186,Pecos,186-902,Fort Stockton Independent School District,1664696970.00000,1126859884.00000,1424151444.00000,1.29600,1.23920,1.04000,0.19920,1.23920,14556252.00000
186,Pecos,186-903,Iraan-Sheffield Independent School District,2168506030.00000,1992807915.00000,2120484285.00000,1.16250,1.17010,1.06000,0.11000,1.17000,23456297.00000
187,Polk,187-901,Big Sandy Independent School District,533008650.00000,315253849.00000,315253849.00000,1.14660,1.17550,1.04000,0.13545,1.17545,3705651.00000
187,Polk,187-903,Goodrich Independent School District,164625251.00000,112303572.00000,112303572.00000,1.23400,1.17000,1.17000,0.00000,1.17000,1313952.00000
187,Polk,187-904,Corrigan-Camden Independent School District,657635183.00000,301641763.00000,301641763.00000,1.10590,1.20640,1.04000,0.14000,1.18000,3559373.00000
187,Polk,187-906,Leggett Independent School District,248684003.00000,130516491.00000,130516491.00000,1.23520,1.14190,1.04000,0.10000,1.14000,1487888.00000
187,Polk,187-907,Livingston Independent School District,2004304875.00000,1393308341.00000,1393308341.00000,1.37070,1.42100,1.04000,0.35500,1.39500,19436651.00000
187,Polk,187-910,Onalaska Independent School District,604744158.00000,447980531.00000,447980531.00000,1.12910,1.29880,1.04000,0.25883,1.29883,5818506.00000
188,Potter,188-901,Amarillo Independent School District,9112462042.00000,7958781533.00000,7958781533.00000,1.15494,1.18909,1.08000,0.10900,1.18900,94629912.00000
188,Potter,188-902,River Road Independent School District,353171831.00000,265664683.00000,265664683.00000,1.26756,1.35000,1.09000,0.26000,1.35000,3586473.00000
188,Potter,188-903,Highland Park Independent School District,1280853743.00000,974271523.00000,974271523.00000,1.18992,1.16190,1.04000,0.12190,1.16190,11320061.00000
188,Potter,188-904,Bushland Independent School District,1343058907.00000,1123606437.00000,1123606437.00000,1.34410,1.30350,1.04000,0.25000,1.29000,14494523.00000
189,Presidio,189-901,Marfa Independent School District,488232448.00000,224953492.00000,224953492.00000,1.01000,1.25370,1.04000,0.20000,1.24000,2789423.00000
189,Presidio,189-902,Presidio Independent School District,244681491.00000,181768746.00000,181768746.00000,1.41000,1.41000,1.17000,0.24000,1.41000,2562939.00000
190,Rains,190-903,Rains Independent School District,824287967.00000,497106333.00000,497106333.00000,1.27180,1.30070,1.04000,0.19500,1.23500,6139263.00000
188,Potter,191-901,Canyon Independent School District,4549144075.00000,3727468232.00000,3727468232.00000,1.18085,1.23488,1.04000,0.17500,1.21500,45288739.00000
192,Reagan,192-901,Reagan County Independent School District,3332664161.00000,2992145334.00000,2992145334.00000,1.25100,1.23610,1.10000,0.10000,1.20000,35905744.00000
193,Real,193-902,Leakey Independent School District,720589627.00000,261448780.00000,261448780.00000,0.92791,1.04000,1.04000,0.17500,1.21500,3176603.00000
232,Uvalde,193-902,Leakey Independent School District,43869408.00000,17408392.00000,17408392.00000,0.92791,1.04000,1.04000,0.17500,1.21500,211512.00000
194,Red River,194-902,Avery Independent School District,196339096.00000,47375347.00000,47375347.00000,1.01265,1.04005,1.04000,0.00000,1.04000,492704.00000
80,Franklin,194-903,Rivercrest Independent School District,39083820.00000,25993079.00000,25993079.00000,1.22671,1.30001,1.04000,0.26000,1.30000,337910.00000
194,Red River,194-903,Rivercrest Independent School District,249564240.00000,83711552.00000,83711552.00000,1.22671,1.30001,1.04000,0.26000,1.30000,1088250.00000
225,Titus,194-903,Rivercrest Independent School District,165439838.00000,117740416.00000,117740416.00000,1.22671,1.30001,1.04000,0.26000,1.30000,1530625.00000
194,Red River,194-904,Clarksville Independent School District,638724394.00000,213650158.00000,213650158.00000,0.98719,1.04005,1.04000,0.00000,1.04000,2221962.00000
194,Red River,194-905,Detroit Independent School District,252567671.00000,62211132.00000,62211132.00000,1.35568,1.25155,1.17000,0.21150,1.38150,859447.00000
195,Reeves,195-901,Pecos-Barstow-Toyah Independent School District,2718154884.00000,2327159150.00000,2497912030.00000,1.06300,1.09850,1.04000,0.04600,1.08600,25351495.00000
238,Ward,195-901,Pecos-Barstow-Toyah Independent School District,1316003400.00000,1303995290.00000,1303995290.00000,1.06300,1.09850,1.04000,0.04600,1.08600,14161389.00000
195,Reeves,195-902,Balmorhea Independent School District,72384550.00000,45996636.00000,45996636.00000,1.22006,1.22006,1.17000,0.05006,1.22006,561186.00000
196,Refugio,196-901,Austwell-Tivoli Independent School District,677466790.00000,459323670.00000,459323670.00000,1.06300,1.04000,1.04000,0.02300,1.06300,4882611.00000
196,Refugio,196-902,Woodsboro Independent School District,517355370.00000,325998421.00000,325998421.00000,1.45700,1.17000,1.17000,0.28700,1.45700,4749797.00000
13,Bee,196-903,Refugio Independent School District,23457100.00000,6477897.00000,6477897.00000,1.07170,1.04000,1.04000,0.11000,1.15000,74496.00000
196,Refugio,196-903,Refugio Independent School District,893672570.00000,586106728.00000,586106728.00000,1.07170,1.04000,1.04000,0.11000,1.15000,6740227.00000
235,Victoria,196-903,Refugio Independent School District,86692341.00000,34305886.00000,34305886.00000,1.07170,1.04000,1.04000,0.11000,1.15000,394518.00000
90,Gray,197-902,Miami Independent School District,36482530.00000,11070150.00000,11070150.00000,1.04030,1.12352,1.04000,0.25000,1.29000,142805.00000
197,Roberts,197-902,Miami Independent School District,970439557.00000,914027718.00000,914027718.00000,1.04030,1.12352,1.04000,0.25000,1.29000,11790958.00000
73,Falls,198-901,Bremond Independent School District,58169410.00000,18404714.00000,18404714.00000,1.26480,1.36480,1.04000,0.32480,1.36480,251188.00000
198,Robertson,198-901,Bremond Independent School District,562836370.00000,334345698.00000,334345698.00000,1.26480,1.36480,1.04000,0.32480,1.36480,4563150.00000
198,Robertson,198-902,Calvert Independent School District,283724553.00000,104234908.00000,104234908.00000,1.23899,1.23899,1.17000,0.00000,1.17000,1219548.00000
198,Robertson,198-903,Franklin Independent School District,3111010482.00000,2066126574.00000,2066126574.00000,1.24158,0.97530,0.93200,0.29800,1.23000,25413357.00000
198,Robertson,198-905,Hearne Independent School District,637215810.00000,434691334.00000,434691334.00000,1.31796,1.27000,1.04000,0.23000,1.27000,5520580.00000
198,Robertson,198-906,Mumford Independent School District,164680335.00000,113211135.00000,113211135.00000,1.05830,1.04000,1.04000,0.00000,1.04000,1177396.00000
43,Collin,199-901,Rockwall Independent School District,657664.00000,557108.00000,557108.00000,1.02605,1.44000,1.04000,0.40000,1.44000,8022.00000
129,Kaufman,199-901,Rockwall Independent School District,43381107.00000,32582795.00000,32582795.00000,1.02605,1.44000,1.04000,0.40000,1.44000,469192.00000
199,Rockwall,199-901,Rockwall Independent School District,7599083288.00000,6699382858.00000,6699382858.00000,1.02605,1.44000,1.04000,0.40000,1.44000,96471113.00000
43,Collin,199-902,Royse City Independent School District,136312576.00000,92048810.00000,92048810.00000,1.72017,1.67000,1.17000,0.50000,1.67000,1537215.00000
116,Hunt,199-902,Royse City Independent School District,290163122.00000,213161995.00000,213161995.00000,1.72017,1.67000,1.17000,0.50000,1.67000,3559805.00000
199,Rockwall,199-902,Royse City Independent School District,1088665837.00000,878670512.00000,878670512.00000,1.72017,1.67000,1.17000,0.50000,1.67000,14673798.00000
200,Runnels,200-901,Ballinger Independent School District,599423216.00000,280028001.00000,280028001.00000,1.12339,1.11700,1.17000,0.00000,1.17000,3276328.00000
200,Runnels,200-902,Miles Independent School District,104311990.00000,41573030.00000,41573030.00000,1.12237,1.23105,1.17000,0.06105,1.23105,511783.00000
226,Tom Green,200-902,Miles Independent School District,103460490.00000,34038589.00000,34038589.00000,1.12237,1.23105,1.17000,0.06105,1.23105,419031.00000
200,Runnels,200-904,Winters Independent School District,449795850.00000,217727796.00000,217727796.00000,0.94183,1.04000,1.04000,0.00000,1.04000,2264369.00000
221,Taylor,200-904,Winters Independent School District,30123702.00000,10163523.00000,10163523.00000,0.94183,1.04000,1.04000,0.00000,1.04000,105701.00000
200,Runnels,200-906,Olfen Independent School District,20318500.00000,5561763.00000,5561763.00000,1.17862,1.24394,1.17000,0.05480,1.22480,68120.00000
201,Rusk,201-902,Henderson Independent School District,2333708770.00000,1670267355.00000,1670267355.00000,1.03960,1.04010,1.04000,0.23000,1.27000,21212395.00000
201,Rusk,201-903,Laneville Independent School District,214419440.00000,89946851.00000,89946851.00000,1.02180,1.17000,1.17000,0.00000,1.17000,1052378.00000
201,Rusk,201-904,Leveretts Chapel Independent School District,64265760.00000,46829355.00000,46829355.00000,1.19711,1.17000,1.17000,0.00000,1.17000,547903.00000
201,Rusk,201-907,Mount Enterprise Independent School District,139073300.00000,56500516.00000,56500516.00000,1.21360,1.24200,1.17000,0.06360,1.23360,696990.00000
201,Rusk,201-908,Overton Independent School District,118647020.00000,71702257.00000,71702257.00000,1.03730,1.04010,1.04000,0.44900,1.48900,1067647.00000
183,Panola,201-910,Tatum Independent School District,95166250.00000,79408365.00000,79408365.00000,1.25412,1.26797,0.94670,0.22330,1.17000,929078.00000
201,Rusk,201-910,Tatum Independent School District,1539355610.00000,1153626134.00000,1153626134.00000,1.25412,1.26797,0.94670,0.22330,1.17000,13497426.00000
37,Cherokee,201-913,Carlisle Independent School District,67518961.00000,27993599.00000,27993599.00000,1.80527,1.38191,1.17000,0.38000,1.55000,433901.00000
201,Rusk,201-913,Carlisle Independent School District,148736250.00000,84140393.00000,84140393.00000,1.80527,1.38191,1.17000,0.38000,1.55000,1304176.00000
201,Rusk,201-914,West Rusk County Independent School District,684951940.00000,529491132.00000,529491132.00000,1.27392,1.36030,1.04000,0.32000,1.36000,7201079.00000
202,Sabine,202-903,Hemphill Independent School District,690800301.00000,398663987.00000,398663987.00000,1.06361,1.04000,1.04000,0.00000,1.04000,4146105.00000
202,Sabine,202-905,West Sabine Independent School District,219475773.00000,91909268.00000,91909268.00000,1.33460,1.04010,1.04000,0.31000,1.35000,1240775.00000
203,San Augustine,203-901,San Augustine Independent School District,706560130.00000,437142475.00000,437142475.00000,1.36000,1.40000,1.04000,0.23000,1.27000,5551709.00000
210,Shelby,203-901,San Augustine Independent School District,14623800.00000,8390712.00000,8390712.00000,1.36000,1.40000,1.04000,0.23000,1.27000,106562.00000
203,San Augustine,203-902,Broaddus Independent School District,269784790.00000,111733012.00000,111733012.00000,1.14880,1.17000,1.17000,0.00000,1.17000,1307276.00000
204,San Jacinto,204-901,Coldsprings-Oakhurst Consolidated Independent School District,1521974107.00000,999019947.00000,999019947.00000,1.06617,1.10166,1.04000,0.05500,1.09500,10939268.00000
204,San Jacinto,204-904,Shepherd Independent School District,497031184.00000,305229648.00000,305229648.00000,0.00000,0.00000,1.04000,0.28000,1.32000,4029031.00000
4,Aransas,205-901,Aransas Pass Independent School District,131028560.00000,104994379.00000,104994379.00000,1.01556,1.08404,1.03138,0.04000,1.07138,1124889.00000
178,Nueces,205-901,Aransas Pass Independent School District,11303792.00000,11153165.00000,11153165.00000,1.01556,1.08404,1.03138,0.04000,1.07138,119493.00000
205,San Patricio,205-901,Aransas Pass Independent School District,594116882.00000,519985662.00000,519985662.00000,1.01556,1.08404,1.03138,0.04000,1.07138,5571022.00000
205,San Patricio,205-902,Gregory-Portland Consolidated Independent School District,1721721401.00000,1349775163.00000,1422620433.00000,1.28663,1.36245,1.17000,0.18000,1.35000,18353086.00000
205,San Patricio,205-903,Ingleside Independent School District,1701533384.00000,1519304973.00000,1519304973.00000,1.07231,1.08521,1.04000,0.04000,1.08000,16408494.00000
13,Bee,205-904,Mathis Independent School District,12323030.00000,5736169.00000,5736169.00000,1.29531,1.40401,1.17000,0.23401,1.40401,80536.00000
149,Live Oak,205-904,Mathis Independent School District,82891648.00000,36495908.00000,36495908.00000,1.29531,1.40401,1.17000,0.23401,1.40401,512406.00000
205,San Patricio,205-904,Mathis Independent School District,487276339.00000,323355389.00000,323355389.00000,1.29531,1.40401,1.17000,0.23401,1.40401,4539939.00000
205,San Patricio,205-905,Odem-Edroy Independent School District,483266496.00000,312581332.00000,356999332.00000,1.20581,1.29837,1.17000,0.12832,1.29832,4115303.00000
205,San Patricio,205-906,Sinton Independent School District,714993283.00000,399718822.00000,456694822.00000,1.47710,1.59350,1.17000,0.36900,1.53900,6361914.00000
205,San Patricio,205-907,Taft Independent School District,635747702.00000,296333096.00000,506977796.00000,1.42377,1.49827,1.11020,0.38650,1.49670,5249359.00000
141,Lampasas,206-901,San Saba Independent School District,567560.00000,137380.00000,137380.00000,1.37000,1.04000,1.04000,0.28000,1.32000,1813.00000
206,San Saba,206-901,San Saba Independent School District,756945440.00000,192384706.00000,192384706.00000,1.37000,1.04000,1.04000,0.28000,1.32000,2539478.00000
206,San Saba,206-902,Richland Springs Independent School District,392530510.00000,58622536.00000,58622536.00000,1.13033,1.17000,1.17000,0.00000,1.17000,685884.00000
206,San Saba,206-903,Cherokee Independent School District,273173370.00000,45373090.00000,45373090.00000,1.22116,1.17000,1.17000,0.00000,1.17000,530865.00000
207,Schleicher,207-901,Schleicher County Independent School District,913175337.00000,402687191.00000,411298021.00000,1.14360,1.17000,1.17000,0.00000,1.17000,4711440.00000
76,Fisher,208-901,Hermleigh Independent School District,89720880.00000,25235890.00000,83217360.00000,1.03450,1.32020,1.04000,0.25000,1.29000,470497.00000
208,Scurry,208-901,Hermleigh Independent School District,400058552.00000,115051582.00000,322654922.00000,1.03450,1.32020,1.04000,0.25000,1.29000,2003174.00000
132,Kent,208-902,Snyder Independent School District,87812950.00000,61494687.00000,61494687.00000,1.04000,1.16400,1.04000,0.12400,1.16400,715798.00000
208,Scurry,208-902,Snyder Independent School District,3754790510.00000,3285608958.00000,3342506388.00000,1.04000,1.16400,1.04000,0.12400,1.16400,38315041.00000
168,Mitchell,208-903,Ira Independent School District,11278100.00000,2129584.00000,2129584.00000,1.13710,1.04010,1.04000,0.32000,1.36000,28962.00000
208,Scurry,208-903,Ira Independent School District,306079488.00000,255030378.00000,255030378.00000,1.13710,1.04010,1.04000,0.32000,1.36000,3468413.00000
209,Shackelford,209-901,Albany Independent School District,883374845.00000,313130518.00000,441679468.00000,1.08010,1.04000,1.04000,0.00000,1.04000,3256557.00000
215,Stephens,209-901,Albany Independent School District,16453061.00000,2188251.00000,2188251.00000,1.08010,1.04000,1.04000,0.00000,1.04000,22758.00000
30,Callahan,209-902,Moran Independent School District,17070710.00000,5122222.00000,5122222.00000,1.04000,1.04000,1.04000,0.00000,1.04000,53271.00000
209,Shackelford,209-902,Moran Independent School District,204966335.00000,65570617.00000,65570617.00000,1.04000,1.04000,1.04000,0.00000,1.04000,681934.00000
215,Stephens,209-902,Moran Independent School District,45990282.00000,8637101.00000,8637101.00000,1.04000,1.04000,1.04000,0.00000,1.04000,89826.00000
210,Shelby,210-901,Center Independent School District,909710601.00000,599723511.00000,599723511.00000,0.00000,0.00000,1.17000,0.16380,1.33380,7999112.00000
183,Panola,210-902,Joaquin Independent School District,17025520.00000,9333176.00000,9333176.00000,1.69797,1.45549,1.04000,0.41550,1.45550,135844.00000
210,Shelby,210-902,Joaquin Independent School District,308864247.00000,178890072.00000,178890072.00000,1.69797,1.45549,1.04000,0.41550,1.45550,2603745.00000
202,Sabine,210-903,Shelbyville Independent School District,18375575.00000,4155742.00000,4155742.00000,1.17249,1.17430,1.11000,0.06400,1.17400,48788.00000
210,Shelby,210-903,Shelbyville Independent School District,458343801.00000,254172700.00000,254172700.00000,1.17249,1.17430,1.11000,0.06400,1.17400,2983987.00000
183,Panola,210-904,Tenaha Independent School District,5464760.00000,2040338.00000,2040338.00000,1.04119,1.04010,1.04000,0.14760,1.18760,24231.00000
210,Shelby,210-904,Tenaha Independent School District,178648435.00000,102951004.00000,102951004.00000,1.04119,1.04010,1.04000,0.14760,1.18760,1222646.00000
210,Shelby,210-905,Timpson Independent School District,342898022.00000,134451776.00000,134451776.00000,0.00000,0.00000,1.17000,0.00000,1.17000,1573086.00000
210,Shelby,210-906,Excelsior Independent School District,83988746.00000,52964608.00000,52964608.00000,0.00000,0.00000,1.17000,0.00000,1.17000,619686.00000
98,Hansford,211-901,Texhoma Independent School District,4000505.00000,2641858.00000,2641858.00000,1.20586,1.21640,1.04000,0.17600,1.21600,32125.00000
211,Sherman,211-901,Texhoma Independent School District,201885540.00000,125735505.00000,125735505.00000,1.20586,1.21640,1.04000,0.17600,1.21600,1528944.00000
56,Dallam,211-902,Stratford Independent School District,178860318.00000,50944789.00000,50944789.00000,1.02668,1.04000,1.04000,0.04666,1.08666,553597.00000
211,Sherman,211-902,Stratford Independent School District,632655410.00000,425532012.00000,425532012.00000,1.02668,1.04000,1.04000,0.04666,1.08666,4624086.00000
212,Smith,212-901,Arp Independent School District,494456194.00000,309268445.00000,309268445.00000,1.31918,1.31930,1.04000,0.23000,1.27000,3927709.00000
37,Cherokee,212-902,Bullard Independent School District,394890766.00000,271822762.00000,271822762.00000,1.43695,1.40068,1.17000,0.30000,1.47000,3995795.00000
212,Smith,212-902,Bullard Independent School District,808376220.00000,582271827.00000,582271827.00000,1.43695,1.40068,1.17000,0.30000,1.47000,8559396.00000
212,Smith,212-903,Lindale Independent School District,1681205554.00000,1205430705.00000,1205430705.00000,1.43000,1.48900,1.08000,0.35500,1.43500,17297931.00000
234,Van Zandt,212-903,Lindale Independent School District,11556639.00000,4381486.00000,4381486.00000,1.43000,1.48900,1.08000,0.35500,1.43500,62874.00000
37,Cherokee,212-904,Troup Independent School District,218480521.00000,126137387.00000,126137387.00000,1.08837,1.18997,0.99300,0.12500,1.11800,1410216.00000
212,Smith,212-904,Troup Independent School District,240049673.00000,168283474.00000,168283474.00000,1.08837,1.18997,0.99300,0.12500,1.11800,1881409.00000
212,Smith,212-905,Tyler Independent School District,9132265633.00000,7763595020.00000,7763595020.00000,1.35977,1.41108,1.04000,0.33500,1.37500,106749432.00000
212,Smith,212-906,Whitehouse Independent School District,2167791221.00000,1731425409.00000,1731425409.00000,1.18983,1.21315,1.04000,0.15300,1.19300,20655905.00000
212,Smith,212-909,Chapel Hill Independent School District,1487909488.00000,1144370098.00000,1144370098.00000,1.26156,1.27199,1.08000,0.16500,1.24500,14247408.00000
